trackId,matchId,accountNo,characterName,character,kart,license,pet,flyingPet,partsEngine,partsHandle,partsWheel,partsKit,rankinggrade2,matchRank,matchRetired,matchWin,matchTime,teamId,date
3a801d3a1be83ef6c290f942e9a9c90b8a5ebc8d978eaaa5e908950f2903e8cf,03340013024dc969,705452617,마스탑인,b6eb565e2940edbf43e4fcc42993dcdf12817f35714627ab4790853b6b2eaded,751a4dd7b0e66ba60c3feb72191980bfed2eac7068930521c59171a514fff837,,,274f9e1262613aec7de45ed9d9acf36dfddd18d3b563f58faa4b0dbdfaa21c37,,,,,3,7,0,0.0,66350.0,1,2022-10-08
3a801d3a1be83ef6c290f942e9a9c90b8a5ebc8d978eaaa5e908950f2903e8cf,03340013024dc969,1678287381,조용히맞는중,95de437771bb1e094b4f3ef1c1a81574093a01e8d3be037c5a9fe0834dfbffa0,eb333073a3486846660dc9e82e6b0c55c508c31853e4f4151d36f4b7fe17fe33,,80ccd50d512680a82f7b1ec02055df840bd504948b2d2473315f34a90e308cdd,a87cb96d91a4e0c357c4eaeb7dbc05ef515d183e79a8aa0e674c36f917400a4b,,,,,4,3,0,0.0,63221.0,1,2022-10-08
78b3e43cada66683a9ffa6e9a932a68ca76c36893272338aa89f6cb5f27a0b23,03ae0011024fd641,1476655553,티키티키틱,03e6c20439f6cdee8470f26b0d5aff7406f6f7e0307f1fb491d6ce519504a135,f7724634e3a539e6f45cbfa30eb90074081fcb2abddeff6f035d06191d784931,,,db00206a829ee2952d0547c57091627c38727dc96a2bb0bd9782d075624b299d,,,,,4,1,0,1.0,86581.0,2,2022-10-08
78b3e43cada66683a9ffa6e9a932a68ca76c36893272338aa89f6cb5f27a0b23,03ae0011024fd641,1493889673,얼룩말아톤,81c9f10de2f39d42f97b206c5804c32495e3f3e751d20529e1ac3c8aeb0a4939,9002ba333110adec61a9defea77318127595851df0c7ef3824bb62e398c9dabc,,e98d90cc5356f37b31faa57471fac57854a950fd8fafa51082d7fb3338f2526e,52960349bbbaed8cfe9999fc285824180ef1a423ed0c6b481cd1367c913e1ba9,,,,,0,2,0,0.0,86755.0,1,2022-10-08
3a801d3a1be83ef6c290f942e9a9c90b8a5ebc8d978eaaa5e908950f2903e8cf,00990013024daa97,1359273346,손녀와나묶음,3bcd5684051f094eefe443207254661620cdf484a69b334808442b47a8df98a5,f6799591217651d8f449a7877f70d21bcd344687575ef44f3ca3230aa40e8ba3,,f69c4abf9ae9fe3818287b017b06c93a19933cbf0e6e8d657f306bd6eee46c30,8cc64a4759f245b29ecb30043ae6eb9f9cd63ece7fd9f474cbdeecd330618032,,,,,0,1,0,1.0,68113.0,2,2022-10-08
3a801d3a1be83ef6c290f942e9a9c90b8a5ebc8d978eaaa5e908950f2903e8cf,00990013024daa97,2013292200,일곱가지기도,b6eb565e2940edbf43e4fcc42993dcdf12817f35714627ab4790853b6b2eaded,9002ba333110adec61a9defea77318127595851df0c7ef3824bb62e398c9dabc,,,a87cb96d91a4e0c357c4eaeb7dbc05ef515d183e79a8aa0e674c36f917400a4b,,,,,4,2,0,0.0,70012.0,1,2022-10-08
ef4f4e6dc055d1e1a32804a7a0f1e0e659151111dd65420957d5e927d4627bba,020e0013024d9355,1325597411,DeRozann,68739fffd5995d2cefb55e8b65ccc91c4b5edf5ffd775677d795d24d0531f002,0b41bf8620b5851d7dcc7eb33765d506e530b8d2e612e6c60823f2b890da3401,,,a87cb96d91a4e0c357c4eaeb7dbc05ef515d183e79a8aa0e674c36f917400a4b,1.0,1.0,1.0,1.0,0,1,0,1.0,100803.0,2,2022-10-08
ef4f4e6dc055d1e1a32804a7a0f1e0e659151111dd65420957d5e927d4627bba,020e0013024d9355,1997292187,사용자짝퉁,a6d90f9fc4e59a429af4d128b4ad1715ec6860e25c66e600ce0d910faecec786,8573694f3c5aa5eb181139a67ac6bce8043cb7530584a0590dae08223e979701,,,a87cb96d91a4e0c357c4eaeb7dbc05ef515d183e79a8aa0e674c36f917400a4b,2.0,2.0,2.0,2.0,4,99,1,1.0,,2,2022-10-08
ef4f4e6dc055d1e1a32804a7a0f1e0e659151111dd65420957d5e927d4627bba,020e0013024d9355,956804143,GameGavyKwc,68739fffd5995d2cefb55e8b65ccc91c4b5edf5ffd775677d795d24d0531f002,db5b2360b04bb25e9db25c9826cf7cf68fa3b014dad7551d4185c12cbee25bba,,,a87cb96d91a4e0c357c4eaeb7dbc05ef515d183e79a8aa0e674c36f917400a4b,,,,,4,0,0,,,2,2022-10-08
ef4f4e6dc055d1e1a32804a7a0f1e0e659151111dd65420957d5e927d4627bba,020e0013024d9355,1476708398,십영권wc,2ecb10f5e23493727a80a91421d6242a18b131f743676e72317bde4bd5d27131,0b41bf8620b5851d7dcc7eb33765d506e530b8d2e612e6c60823f2b890da3401,,,db00206a829ee2952d0547c57091627c38727dc96a2bb0bd9782d075624b299d,0.0,0.0,0.0,0.0,0,4,0,1.0,107817.0,2,2022-10-08
ef4f4e6dc055d1e1a32804a7a0f1e0e659151111dd65420957d5e927d4627bba,020e0013024d9355,621421860,면허삭제대상,42c729e64e31aea803e4881432f7b95129ce97535c29e4f9a72919a9f267b418,e091361f3b01bac4f0f02076327be683f7d6dd9c3fb03ef095cc940144ce5757,,80ccd50d512680a82f7b1ec02055df840bd504948b2d2473315f34a90e308cdd,a87cb96d91a4e0c357c4eaeb7dbc05ef515d183e79a8aa0e674c36f917400a4b,,,,,4,99,1,0.0,,1,2022-10-08
ef4f4e6dc055d1e1a32804a7a0f1e0e659151111dd65420957d5e927d4627bba,020e0013024d9355,1896046919,reaee,81c9f10de2f39d42f97b206c5804c32495e3f3e751d20529e1ac3c8aeb0a4939,8573694f3c5aa5eb181139a67ac6bce8043cb7530584a0590dae08223e979701,,,,0.0,0.0,0.0,0.0,0,2,0,0.0,106172.0,1,2022-10-08
ef4f4e6dc055d1e1a32804a7a0f1e0e659151111dd65420957d5e927d4627bba,020e0013024d9355,1996789734,지완0326,2ecb10f5e23493727a80a91421d6242a18b131f743676e72317bde4bd5d27131,751a4dd7b0e66ba60c3feb72191980bfed2eac7068930521c59171a514fff837,,,8cc64a4759f245b29ecb30043ae6eb9f9cd63ece7fd9f474cbdeecd330618032,,,,,2,99,1,0.0,,1,2022-10-08
ef4f4e6dc055d1e1a32804a7a0f1e0e659151111dd65420957d5e927d4627bba,020e0013024d9355,1409891459,캘리칼리,87d3c0e036e1011b73ffcbbc36c62d1f507ab8e5c0b573560bb098dd707c2f4e,08efb8425240e0f05e51de9822e9ad323e8f38a4b2acb9abfbe756cf12c5778b,,,a87cb96d91a4e0c357c4eaeb7dbc05ef515d183e79a8aa0e674c36f917400a4b,23.0,2.0,1.0,1.0,4,3,0,0.0,106847.0,1,2022-10-08
3a801d3a1be83ef6c290f942e9a9c90b8a5ebc8d978eaaa5e908950f2903e8cf,004e0013024d7afb,318904734,쿙꺆지,68739fffd5995d2cefb55e8b65ccc91c4b5edf5ffd775677d795d24d0531f002,c8d29082c25ca4e06c568d592ec77eb5b4b9403cef96eddf21a7cdb8500ccf84,,,a87cb96d91a4e0c357c4eaeb7dbc05ef515d183e79a8aa0e674c36f917400a4b,,,,,4,1,0,1.0,62957.0,2,2022-10-08
3a801d3a1be83ef6c290f942e9a9c90b8a5ebc8d978eaaa5e908950f2903e8cf,004e0013024d7afb,1242119125,똘하윙,ad59c84909664c6955c9b84185f7174c27e56ff25dca75e6c8dc949286ce49bc,751a4dd7b0e66ba60c3feb72191980bfed2eac7068930521c59171a514fff837,,,7a7c82225a7e19701d446f6bd2a3028235c158a8b3c0d9bd0b61b7ec53bb8a1c,,,,,0,99,1,1.0,,2,2022-10-08
